id,stage,spoke,act,text,source,workstream,psych_axis
546,tests,6,initiation,"I learn the shadow doesn’t vanish when ignored—it grows denser.",fight_club_revisited,spiritual,projection_vs_ownership
547,tests,6,initiation,"I see my shadow traits as energy to integrate, not an enemy to exile.",fight_club_revisited,lmb,projection_vs_ownership
548,tests,6,initiation,"I watch belonging seduce men with empty vaults; hunger joins tribes.",fight_club_revisited,story,mentorship_vs_dependence
549,tests,6,initiation,"I notice how rules multiply when fear takes over a movement.",fight_club_revisited,career,structure_vs_freedom
550,allies,6,initiation,"A brotherhood forms: men seeking meaning in a world that numbed them.",fight_club_revisited,story,ego_vs_service
551,allies,6,initiation,"A mirror-woman appears: she exposes my fraud and wakes my feeling.",fight_club_revisited,dating,image_vs_integrity
552,allies,6,initiation,"I accept witnesses who see me without feeding my ego.",fight_club_revisited,lmb,mentorship_vs_dependence
553,approach,7,initiation,"I ask the real question: what am I willing to suffer for—and why?",fight_club_revisited,spiritual,ego_vs_discipline
554,approach,7,initiation,"I recognize initiation hunger: without rites, men invent them.",fight_club_revisited,story,practice_vs_fantasy
555,approach,7,initiation,"I plan to channel aggression into craft: lift, build, ship—don’t vandalize.",fight_club_revisited,career,practice_vs_fantasy
556,approach,7,initiation,"I tighten criteria: authenticity without destruction, freedom without cult.",fight_club_revisited,spiritual,structure_vs_freedom
557,ordeal,8,initiation,"I meet the split: the compliant worker vs the anarchist savior.",fight_club_revisited,story,projection_vs_ownership
558,ordeal,8,initiation,"I realize the shadow can colonize me if I worship it as ‘truth.’",fight_club_revisited,spiritual,projection_vs_ownership
559,ordeal,8,initiation,"I see radicalization: anger given structure becomes obedience.",fight_club_revisited,story,structure_vs_freedom
560,ordeal,8,initiation,"I face the cost: when a friend dies, ideology tries to turn him into a symbol.",fight_club_revisited,spiritual,image_vs_integrity
561,ordeal,8,initiation,"I watch ‘liberation’ become dehumanizing; the revolution mirrors the prison.",fight_club_revisited,spiritual,domination_vs_compassion
562,reward,9,initiation,"I learn shadow integration: dialogue, not domination.",fight_club_revisited,spiritual,domination_vs_compassion
563,reward,9,initiation,"I reclaim emotion without outsourcing it to a mask.",fight_club_revisited,lmb,numbness_vs_presence
564,reward,9,initiation,"I see projection clearly: what I externalize is usually mine.",fight_club_revisited,spiritual,projection_vs_ownership
565,return,10,return,"I stop using rage as identity and start using it as fuel for disciplined action.",fight_club_revisited,lmb,ego_vs_discipline
566,return,10,return,"I rebuild my life around real connection, not curated self-image.",fight_club_revisited,dating,image_vs_integrity
567,return,10,return,"I choose craft over chaos: systems that outlast moods.",fight_club_revisited,career,chaos_vs_structure
568,integration,11,return,"I can hold the shadow’s fire without letting it burn the house down.",fight_club_revisited,lmb,domination_vs_compassion
569,integration,11,return,"I accept wholeness: light and dark conscious, restrained, and directed.",fight_club_revisited,spiritual,domination_vs_compassion
570,elixir,12,return,"I leave a warning and a map: face the emptiness now, or it will become fate.",fight_club_revisited,spiritual,comfort_vs_truth
571,refusal,3,departure,"I believe I’m free, but I still choose what the system predicts.",matrix_architect,story,structure_vs_freedom
572,refusal,3,departure,"I mistake probability for destiny and call it fate.",matrix_architect,spiritual,certainty_vs_trust
573,refusal,3,departure,"I hide inside rational analysis so I don’t have to feel.",matrix_architect,lmb,numbness_vs_presence
574,call,2,departure,"The Architect reveals the pattern: even rebellion can be engineered.",matrix_architect,story,structure_vs_freedom
575,call,2,departure,"I see that control often disguises itself as order.",matrix_architect,career,control_vs_autonomy
576,call,2,departure,"The question lands: will I choose love over systemic efficiency?",matrix_architect,spiritual,attachment_vs_love
577,threshold,5,departure,"I reject the calculated path and follow the human one instead.",matrix_architect,lmb,control_vs_autonomy
578,threshold,5,departure,"I choose the anomaly—care over compliance.",matrix_architect,spiritual,domination_vs_compassion
579,tests,6,initiation,"I learn that systems adapt to resistance; freedom requires awareness of structure.",matrix_architect,career,structure_vs_freedom
580,tests,6,initiation,"I confront the illusion of choice when all options serve the same master.",matrix_architect,story,structure_vs_freedom
581,tests,6,initiation,"I notice how institutions preserve themselves before they preserve truth.",matrix_architect,career,structure_vs_freedom
582,approach,7,initiation,"I prepare to act without guarantees; uncertainty becomes the proving ground.",matrix_architect,lmb,certainty_vs_trust
583,ordeal,8,initiation,"I face the choice between saving the many or honoring the one I love.",matrix_architect,spiritual,attachment_vs_love
584,reward,9,initiation,"I learn that authentic choice disrupts even perfect equations.",matrix_architect,story,control_vs_autonomy
585,return,10,return,"I bring back the insight: systems are powerful, but they are not ultimate.",matrix_architect,spiritual,structure_vs_freedom
586,integration,11,return,"I hold logic and compassion together without collapsing into either.",matrix_architect,lmb,domination_vs_compassion
587,elixir,12,return,"I teach the lesson: awareness of structure is the first step toward freedom.",matrix_architect,career,structure_vs_freedom
588,refusal,3,departure,"I wait for prophecy instead of acting from conscience.",matrix_oracle,story,certainty_vs_trust
589,call,2,departure,"The Oracle reminds me: you already made the choice; now understand it.",matrix_oracle,spiritual,control_vs_autonomy
590,call,2,departure,"I see that insight is not prediction—it’s clarity about my nature.",matrix_oracle,lmb,control_vs_autonomy
591,threshold,5,departure,"I step into responsibility for the decision I pretend hasn’t happened yet.",matrix_oracle,spiritual,control_vs_autonomy
592,tests,6,initiation,"I notice how belief shapes behavior long before evidence appears.",matrix_oracle,story,certainty_vs_trust
593,tests,6,initiation,"I confront my need for certainty and practice trust instead.",matrix_oracle,spiritual,certainty_vs_trust
594,allies,6,initiation,"A guide offers cookies, not commandments; wisdom arrives gently.",matrix_oracle,story,mentorship_vs_dependence
595,approach,7,initiation,"I prepare by knowing myself rather than predicting outcomes.",matrix_oracle,lmb,control_vs_autonomy
596,ordeal,8,initiation,"I face the cost of believing I am powerless.",matrix_oracle,spiritual,control_vs_autonomy
597,reward,9,initiation,"I recognize that freedom begins with self-knowledge.",matrix_oracle,lmb,control_vs_autonomy
598,return,10,return,"I act with calm certainty; I don’t need to announce my destiny.",matrix_oracle,spiritual,certainty_vs_trust
599,integration,11,return,"I hold paradox: fate and free will dance in the same room.",matrix_oracle,spiritual,certainty_vs_trust
600,elixir,12,return,"I pass on the teaching: know thyself before you try to change the world.",matrix_oracle,spiritual,ego_vs_service
601,refusal,3,departure,"I see the world as hostile code and decide domination is safety.",agent_smith,story,domination_vs_compassion
602,call,2,departure,"Smith names humanity a virus; I confront my own contempt.",agent_smith,spiritual,domination_vs_compassion
603,threshold,5,departure,"I feel the temptation to reduce people to problems.",agent_smith,lmb,domination_vs_compassion
604,tests,6,initiation,"I notice how hatred simplifies complexity into targets.",agent_smith,spiritual,domination_vs_compassion
605,tests,6,initiation,"I see how resentment multiplies like self-replicating code.",agent_smith,story,domination_vs_compassion
606,approach,7,initiation,"I prepare to face the part of me that wants annihilation over dialogue.",agent_smith,lmb,domination_vs_compassion
607,ordeal,8,initiation,"I meet the mirror: the enemy is my unintegrated will to control.",agent_smith,spiritual,control_vs_autonomy
608,reward,9,initiation,"I learn that surrender to truth dissolves the need to dominate.",agent_smith,spiritual,domination_vs_compassion
609,return,10,return,"I stop fighting shadows externally and integrate them internally.",agent_smith,lmb,projection_vs_ownership
610,integration,11,return,"I hold power without contempt; strength without dehumanization.",agent_smith,spiritual,domination_vs_compassion
611,elixir,12,return,"I bring back a warning: what you hate most can become what you become.",agent_smith,spiritual,projection_vs_ownership
612,return,10,return,"I see the sky change color; the world is still structured, but now I can move within it.",matrix_ending,story,structure_vs_freedom
613,integration,11,return,"I fly not as escape, but as symbol: consciousness untethered from fear.",matrix_ending,spiritual,fear_vs_action
614,elixir,12,return,"I leave a promise: the system can be transformed from the inside when enough minds awaken.",matrix_ending,spiritual,ego_vs_service
615,threshold,5,departure,"Awakening begins with discomfort.",matrix_atoms,spiritual,comfort_vs_truth
616,threshold,5,departure,"Pain is proof the illusion is cracking.",matrix_atoms,spiritual,comfort_vs_truth
617,tests,6,initiation,"Comfort can be a control mechanism.",matrix_atoms,lmb,control_vs_autonomy
618,tests,6,initiation,"Reassurance can delay autonomy.",matrix_atoms,lmb,certainty_vs_trust
619,tests,6,initiation,"Guidance and manipulation can feel identical.",matrix_atoms,spiritual,mentorship_vs_dependence
620,tests,6,initiation,"Access is not freedom.",matrix_atoms,career,structure_vs_freedom
621,tests,6,initiation,"Causality can masquerade as inevitability.",matrix_atoms,spiritual,certainty_vs_trust
622,tests,6,initiation,"Participation sustains the system.",matrix_atoms,career,structure_vs_freedom
623,tests,6,initiation,"Labels classify but do not connect.",matrix_atoms,lmb,image_vs_integrity
624,tests,6,initiation,"Identity can be assigned before it is chosen.",matrix_atoms,lmb,image_vs_integrity
625,tests,6,initiation,"Belief shapes perception before evidence appears.",matrix_atoms,spiritual,certainty_vs_trust
626,approach,7,initiation,"True choice disrupts prediction.",matrix_atoms,story,control_vs_autonomy
627,approach,7,initiation,"Freedom requires structural awareness.",matrix_atoms,career,structure_vs_freedom
628,approach,7,initiation,"Autonomy begins with self-knowledge.",matrix_atoms,spiritual,control_vs_autonomy
629,approach,7,initiation,"Systems preserve themselves first.",matrix_atoms,career,structure_vs_freedom
630,ordeal,8,initiation,"Hatred simplifies complexity into targets.",matrix_atoms,spiritual,domination_vs_compassion
631,ordeal,8,initiation,"Control is fear seeking certainty.",matrix_atoms,lmb,certainty_vs_trust
632,ordeal,8,initiation,"Attachment can masquerade as love.",matrix_atoms,dating,attachment_vs_love
633,ordeal,8,initiation,"Rebellion without awareness becomes obedience.",matrix_atoms,story,structure_vs_freedom
634,ordeal,8,initiation,"Domination is insecurity wearing armor.",matrix_atoms,spiritual,domination_vs_compassion
635,reward,9,initiation,"Compassion interrupts control.",matrix_atoms,spiritual,domination_vs_compassion
636,reward,9,initiation,"Restraint is strength under tension.",matrix_atoms,lmb,ego_vs_discipline
637,reward,9,initiation,"Presence dissolves panic.",matrix_atoms,lmb,numbness_vs_presence
638,reward,9,initiation,"Clarity weakens manipulation.",matrix_atoms,spiritual,projection_vs_ownership
639,return,10,return,"Freedom is independence from reassurance.",matrix_atoms,spiritual,certainty_vs_trust
640,return,10,return,"Maturity is choice without comfort.",matrix_atoms,lmb,comfort_vs_truth
641,return,10,return,"Structure is navigated, not worshipped.",matrix_atoms,career,structure_vs_freedom
642,integration,11,return,"Power without contempt is integration.",matrix_atoms,spiritual,domination_vs_compassion
643,integration,11,return,"You can live inside a system without being owned by it.",matrix_atoms,lmb,structure_vs_freedom
644,integration,11,return,"Inner stability reduces outer control.",matrix_atoms,lmb,control_vs_autonomy
645,elixir,12,return,"Notice the fear, choose the clean next move.",matrix_atoms,lmb,fear_vs_action
646,elixir,12,return,"Awareness precedes liberation.",matrix_atoms,spiritual,control_vs_autonomy
647,elixir,12,return,"The anomaly is compassion under pressure.",matrix_atoms,story,domination_vs_compassion
648,elixir,12,return,"Transformation begins internally, not structurally.",matrix_atoms,spiritual,control_vs_autonomy
649,refusal,3,departure,"Comfort is a cage.",cross_atoms,spiritual,comfort_vs_truth
650,refusal,3,departure,"Numbness is protection.",cross_atoms,lmb,numbness_vs_presence
651,refusal,3,departure,"Planning hides fear.",cross_atoms,career,fear_vs_action
652,call,2,departure,"Truth arrives with a cost.",cross_atoms,spiritual,comfort_vs_truth
653,call,2,departure,"The body signals first.",cross_atoms,lmb,numbness_vs_presence
654,call,2,departure,"The loop is a lesson.",cross_atoms,story,practice_vs_fantasy
655,threshold,5,departure,"Imperfect action opens doors.",cross_atoms,career,fear_vs_action
656,threshold,5,departure,"Choose truth over ease.",cross_atoms,spiritual,comfort_vs_truth
657,threshold,5,departure,"Discomfort is the entry fee.",cross_atoms,lmb,comfort_vs_truth
658,tests,6,initiation,"Systems resist change.",cross_atoms,career,structure_vs_freedom
659,tests,6,initiation,"Resistance is data.",cross_atoms,career,practice_vs_fantasy
660,tests,6,initiation,"Practice beats insight.",cross_atoms,fitness,practice_vs_fantasy
661,tests,6,initiation,"Presence beats tactics.",cross_atoms,dating,numbness_vs_presence
662,tests,6,initiation,"Belief shapes behavior.",cross_atoms,spiritual,certainty_vs_trust
663,tests,6,initiation,"Projection creates enemies.",cross_atoms,spiritual,projection_vs_ownership
664,tests,6,initiation,"Mentors train restraint.",cross_atoms,spiritual,mentorship_vs_dependence
665,tests,6,initiation,"Community raises standards.",cross_atoms,career,ego_vs_service
666,allies,6,initiation,"A witness anchors reality.",cross_atoms,lmb,projection_vs_ownership
667,allies,6,initiation,"Brotherhood builds courage.",cross_atoms,story,ego_vs_service
668,allies,6,initiation,"Love reveals the mask.",cross_atoms,dating,image_vs_integrity
669,allies,6,initiation,"Guidance without ownership.",cross_atoms,spiritual,mentorship_vs_dependence
670,approach,7,initiation,"Define done.",cross_atoms,career,chaos_vs_structure
671,approach,7,initiation,"Tighten inner criteria.",cross_atoms,lmb,image_vs_integrity
672,approach,7,initiation,"Structure reduces chaos.",cross_atoms,career,chaos_vs_structure
673,approach,7,initiation,"Prepare without guarantees.",cross_atoms,spiritual,certainty_vs_trust
674,ordeal,8,initiation,"Attachment seeks control.",cross_atoms,dating,attachment_vs_love
675,ordeal,8,initiation,"Control is fear.",cross_atoms,lmb,control_vs_autonomy
676,ordeal,8,initiation,"Ego wants shortcuts.",cross_atoms,lmb,practice_vs_fantasy
677,ordeal,8,initiation,"Institutions weaponize duty.",cross_atoms,career,structure_vs_freedom
678,ordeal,8,initiation,"Rebellion can be engineered.",cross_atoms,story,structure_vs_freedom
679,ordeal,8,initiation,"Hatred dehumanizes.",cross_atoms,spiritual,domination_vs_compassion
680,reward,9,initiation,"Restraint is strength.",cross_atoms,lmb,ego_vs_discipline
681,reward,9,initiation,"Mercy interrupts violence.",cross_atoms,spiritual,domination_vs_compassion
682,reward,9,initiation,"Clarity breaks spells.",cross_atoms,spiritual,projection_vs_ownership
683,return,10,return,"Consistency beats intensity.",cross_atoms,fitness,intensity_vs_consistency
684,return,10,return,"Deeds outrank image.",cross_atoms,career,image_vs_integrity
685,integration,11,return,"Hold paradox calmly.",cross_atoms,spiritual,certainty_vs_trust
686,integration,11,return,"Feel fear without obeying it.",cross_atoms,lmb,fear_vs_action
687,elixir,12,return,"Choose the clean next move.",cross_atoms,lmb,fear_vs_action
688,elixir,12,return,"Teach what you practiced.",cross_atoms,career,practice_vs_fantasy
