id,stage,spoke,act,text,source,workstream,psych_axis,composite_vb
1,refusal,3,departure,I keep waiting for the perfect moment to start.,core,core,fear_vs_action,[act=departure | stage=refusal | spoke=3 | source=core | workstream=core | psych_axis=fear_vs_action] :: I keep waiting for the perfect moment to start.
340,call,2,departure,I realize reputation is a force: collective belief can write a mask onto me.,wake_scratch,spiritual,structure_vs_freedom,[act=departure | stage=call | spoke=2 | source=wake_scratch | workstream=spiritual | psych_axis=structure_vs_freedom] :: I realize reputation is a force: collective belief can write a mask onto me.
341,call,2,departure,I see the core threat: an inner demon uses my name to open a door I already tried to close.,wake_scratch,story,projection_vs_ownership,[act=departure | stage=call | spoke=2 | source=wake_scratch | workstream=story | psych_axis=projection_vs_ownership] :: I see the core threat: an inner demon uses my name to open a door I already tried to close.
342,threshold,5,departure,I choose authorship over anxiety: I stop negotiating with the narrative and act.,wake_scratch,lmb,control_vs_autonomy,[act=departure | stage=threshold | spoke=5 | source=wake_scratch | workstream=lmb | psych_axis=control_vs_autonomy] :: I choose authorship over anxiety: I stop negotiating with the narrative and act.
343,threshold,5,departure,"I accept that the story world has rules—symbols, exchanges, consequences—and I step in anyway.",wake_scratch,story,structure_vs_freedom,"[act=departure | stage=threshold | spoke=5 | source=wake_scratch | workstream=story | psych_axis=structure_vs_freedom] :: I accept that the story world has rules—symbols, exchanges, consequences—and I step in anyway."
344,tests,6,initiation,I notice how a single rumor can become a whole costume if I keep wearing it.,wake_scratch,lmb,image_vs_integrity,[act=initiation | stage=tests | spoke=6 | source=wake_scratch | workstream=lmb | psych_axis=image_vs_integrity] :: I notice how a single rumor can become a whole costume if I keep wearing it.
345,tests,6,initiation,I track my triggers like an investigator: what makes the double stronger?,wake_scratch,lmb,practice_vs_fantasy,[act=initiation | stage=tests | spoke=6 | source=wake_scratch | workstream=lmb | psych_axis=practice_vs_fantasy] :: I track my triggers like an investigator: what makes the double stronger?
346,tests,6,initiation,I learn that ‘dark presence’ thrives on ambiguity; clarity is a form of light.,wake_scratch,spiritual,projection_vs_ownership,[act=initiation | stage=tests | spoke=6 | source=wake_scratch | workstream=spiritual | psych_axis=projection_vs_ownership] :: I learn that ‘dark presence’ thrives on ambiguity; clarity is a form of light.
347,tests,6,initiation,I separate the true signal from the noise: not every accusation is data.,wake_scratch,lmb,projection_vs_ownership,[act=initiation | stage=tests | spoke=6 | source=wake_scratch | workstream=lmb | psych_axis=projection_vs_ownership] :: I separate the true signal from the noise: not every accusation is data.
348,allies,6,initiation,A loved one sees the real me and reflects it back without feeding my ego.,wake_scratch,story,image_vs_integrity,[act=initiation | stage=allies | spoke=6 | source=wake_scratch | workstream=story | psych_axis=image_vs_integrity] :: A loved one sees the real me and reflects it back without feeding my ego.
349,allies,6,initiation,An ally’s testimony becomes medicine: truth spoken with love weakens the false legend.,wake_scratch,spiritual,domination_vs_compassion,[act=initiation | stage=allies | spoke=6 | source=wake_scratch | workstream=spiritual | psych_axis=domination_vs_compassion] :: An ally’s testimony becomes medicine: truth spoken with love weakens the false legend.
350,allies,6,initiation,I accept help to anchor reality: a witness is protection against self-mythologizing.,wake_scratch,lmb,mentorship_vs_dependence,[act=initiation | stage=allies | spoke=6 | source=wake_scratch | workstream=lmb | psych_axis=mentorship_vs_dependence] :: I accept help to anchor reality: a witness is protection against self-mythologizing.
351,approach,7,initiation,I build a ‘Sunrise’ artifact: a clean record of who I am when I’m not performing.,wake_scratch,career,image_vs_integrity,[act=initiation | stage=approach | spoke=7 | source=wake_scratch | workstream=career | psych_axis=image_vs_integrity] :: I build a ‘Sunrise’ artifact: a clean record of who I am when I’m not performing.
352,approach,7,initiation,I replace image management with proof-of-work; reality becomes harder to distort.,wake_scratch,career,image_vs_integrity,[act=initiation | stage=approach | spoke=7 | source=wake_scratch | workstream=career | psych_axis=image_vs_integrity] :: I replace image management with proof-of-work; reality becomes harder to distort.
353,approach,7,initiation,"I stop feeding the urban legend—no more compulsive explaining, no more reactive posts.",wake_scratch,lmb,control_vs_autonomy,"[act=initiation | stage=approach | spoke=7 | source=wake_scratch | workstream=lmb | psych_axis=control_vs_autonomy] :: I stop feeding the urban legend—no more compulsive explaining, no more reactive posts."
354,approach,7,initiation,I prepare for the showdown by tightening my inner criteria: integrity over applause.,wake_scratch,spiritual,image_vs_integrity,[act=initiation | stage=approach | spoke=7 | source=wake_scratch | workstream=spiritual | psych_axis=image_vs_integrity] :: I prepare for the showdown by tightening my inner criteria: integrity over applause.
355,ordeal,8,initiation,"I face the suit: the persona built from headlines, shame, and projection.",wake_scratch,lmb,image_vs_integrity,"[act=initiation | stage=ordeal | spoke=8 | source=wake_scratch | workstream=lmb | psych_axis=image_vs_integrity] :: I face the suit: the persona built from headlines, shame, and projection."
356,ordeal,8,initiation,I confront the fact that my shadow can wear my face and still not be me.,wake_scratch,story,projection_vs_ownership,[act=initiation | stage=ordeal | spoke=8 | source=wake_scratch | workstream=story | psych_axis=projection_vs_ownership] :: I confront the fact that my shadow can wear my face and still not be me.
357,ordeal,8,initiation,I resist the temptation to become what they fear; I refuse the ‘serial killer’ script.,wake_scratch,lmb,image_vs_integrity,[act=initiation | stage=ordeal | spoke=8 | source=wake_scratch | workstream=lmb | psych_axis=image_vs_integrity] :: I resist the temptation to become what they fear; I refuse the ‘serial killer’ script.
358,ordeal,8,initiation,"I accept the law of exchange: to rescue what I love, I must sacrifice the mask.",wake_scratch,spiritual,comfort_vs_truth,"[act=initiation | stage=ordeal | spoke=8 | source=wake_scratch | workstream=spiritual | psych_axis=comfort_vs_truth] :: I accept the law of exchange: to rescue what I love, I must sacrifice the mask."
359,reward,9,initiation,"The illusion burns: when the light hits it, the false self can’t hold form.",wake_scratch,story,projection_vs_ownership,"[act=initiation | stage=reward | spoke=9 | source=wake_scratch | workstream=story | psych_axis=projection_vs_ownership] :: The illusion burns: when the light hits it, the false self can’t hold form."
360,reward,9,initiation,I feel relief when the costume falls away; the body recognizes truth as safety.,wake_scratch,lmb,numbness_vs_presence,[act=initiation | stage=reward | spoke=9 | source=wake_scratch | workstream=lmb | psych_axis=numbness_vs_presence] :: I feel relief when the costume falls away; the body recognizes truth as safety.
361,reward,9,initiation,I learn the paradox: vulnerability is how you defeat a myth that feeds on secrecy.,wake_scratch,spiritual,domination_vs_compassion,[act=initiation | stage=reward | spoke=9 | source=wake_scratch | workstream=spiritual | psych_axis=domination_vs_compassion] :: I learn the paradox: vulnerability is how you defeat a myth that feeds on secrecy.
362,return,10,return,"I come back to ordinary life wearing the plaid: simple, grounded, untheatrical.",wake_scratch,lmb,image_vs_integrity,"[act=return | stage=return | spoke=10 | source=wake_scratch | workstream=lmb | psych_axis=image_vs_integrity] :: I come back to ordinary life wearing the plaid: simple, grounded, untheatrical."
363,return,10,return,I stop trying to control every opinion; I focus on being consistent in daylight.,wake_scratch,spiritual,certainty_vs_trust,[act=return | stage=return | spoke=10 | source=wake_scratch | workstream=spiritual | psych_axis=certainty_vs_trust] :: I stop trying to control every opinion; I focus on being consistent in daylight.
364,return,10,return,"I keep the door closed with routine: sleep, training, work—structure as protection.",wake_scratch,fitness,chaos_vs_structure,"[act=return | stage=return | spoke=10 | source=wake_scratch | workstream=fitness | psych_axis=chaos_vs_structure] :: I keep the door closed with routine: sleep, training, work—structure as protection."
365,integration,11,return,I can hear the rumor-brain and not obey it; I choose the next clean line.,wake_scratch,lmb,fear_vs_action,[act=return | stage=integration | spoke=11 | source=wake_scratch | workstream=lmb | psych_axis=fear_vs_action] :: I can hear the rumor-brain and not obey it; I choose the next clean line.
366,integration,11,return,"I hold both truths: I have darkness, and I am not only my darkness.",wake_scratch,spiritual,projection_vs_ownership,"[act=return | stage=integration | spoke=11 | source=wake_scratch | workstream=spiritual | psych_axis=projection_vs_ownership] :: I hold both truths: I have darkness, and I am not only my darkness."
367,integration,11,return,"I treat reputation like weather: note it, prepare, but don’t worship it.",wake_scratch,lmb,certainty_vs_trust,"[act=return | stage=integration | spoke=11 | source=wake_scratch | workstream=lmb | psych_axis=certainty_vs_trust] :: I treat reputation like weather: note it, prepare, but don’t worship it."
368,elixir,12,return,I bring back a method: make a public artifact of truth that quietly burns the lie.,wake_scratch,career,image_vs_integrity,[act=return | stage=elixir | spoke=12 | source=wake_scratch | workstream=career | psych_axis=image_vs_integrity] :: I bring back a method: make a public artifact of truth that quietly burns the lie.
369,elixir,12,return,I teach the lesson: collective belief can create monsters—so choose what you amplify.,wake_scratch,spiritual,projection_vs_ownership,[act=return | stage=elixir | spoke=12 | source=wake_scratch | workstream=spiritual | psych_axis=projection_vs_ownership] :: I teach the lesson: collective belief can create monsters—so choose what you amplify.
370,elixir,12,return,"I leave a protocol: identify the double, stop feeding it, ship truth in small consistent frames.",wake_scratch,lmb,practice_vs_fantasy,"[act=return | stage=elixir | spoke=12 | source=wake_scratch | workstream=lmb | psych_axis=practice_vs_fantasy] :: I leave a protocol: identify the double, stop feeding it, ship truth in small consistent frames."
371,refusal,3,departure,"I want home, but duty keeps rewriting my plans.",gladiator,story,comfort_vs_truth,"[act=departure | stage=refusal | spoke=3 | source=gladiator | workstream=story | psych_axis=comfort_vs_truth] :: I want home, but duty keeps rewriting my plans."
372,refusal,3,departure,I tell myself honor is pointless because death erases everything.,gladiator,spiritual,comfort_vs_truth,[act=departure | stage=refusal | spoke=3 | source=gladiator | workstream=spiritual | psych_axis=comfort_vs_truth] :: I tell myself honor is pointless because death erases everything.
373,refusal,3,departure,I cling to rank and reputation because it’s all I think I am.,gladiator,lmb,image_vs_integrity,[act=departure | stage=refusal | spoke=3 | source=gladiator | workstream=lmb | psych_axis=image_vs_integrity] :: I cling to rank and reputation because it’s all I think I am.
374,call,2,departure,"A higher standard appears: lead with courage and care, not ego.",gladiator,story,ego_vs_service,"[act=departure | stage=call | spoke=2 | source=gladiator | workstream=story | psych_axis=ego_vs_service] :: A higher standard appears: lead with courage and care, not ego."
375,call,2,departure,"I feel the pull toward simple desires—home, family, harvest—over glory.",gladiator,lmb,comfort_vs_truth,"[act=departure | stage=call | spoke=2 | source=gladiator | workstream=lmb | psych_axis=comfort_vs_truth] :: I feel the pull toward simple desires—home, family, harvest—over glory."
376,call,2,departure,"A question lands: if life ends in dust, what makes it meaningful?",gladiator,spiritual,comfort_vs_truth,"[act=departure | stage=call | spoke=2 | source=gladiator | workstream=spiritual | psych_axis=comfort_vs_truth] :: A question lands: if life ends in dust, what makes it meaningful?"
377,threshold,5,departure,The wheel turns: I lose everything and still have to choose my posture.,gladiator,spiritual,control_vs_autonomy,[act=departure | stage=threshold | spoke=5 | source=gladiator | workstream=spiritual | psych_axis=control_vs_autonomy] :: The wheel turns: I lose everything and still have to choose my posture.
378,threshold,5,departure,I’m forced into the arena; I decide to survive without surrendering my soul.,gladiator,story,image_vs_integrity,[act=departure | stage=threshold | spoke=5 | source=gladiator | workstream=story | psych_axis=image_vs_integrity] :: I’m forced into the arena; I decide to survive without surrendering my soul.
379,tests,6,initiation,I learn to command my inner state when I can’t command the world.,gladiator,spiritual,control_vs_autonomy,[act=initiation | stage=tests | spoke=6 | source=gladiator | workstream=spiritual | psych_axis=control_vs_autonomy] :: I learn to command my inner state when I can’t command the world.
380,tests,6,initiation,I take the dirt in my hand and remember: mortality is a compass.,gladiator,lmb,comfort_vs_truth,[act=initiation | stage=tests | spoke=6 | source=gladiator | workstream=lmb | psych_axis=comfort_vs_truth] :: I take the dirt in my hand and remember: mortality is a compass.
381,tests,6,initiation,I lead from the front; men trust what they can feel in my presence.,gladiator,story,ego_vs_service,[act=initiation | stage=tests | spoke=6 | source=gladiator | workstream=story | psych_axis=ego_vs_service] :: I lead from the front; men trust what they can feel in my presence.
382,tests,6,initiation,I reject manipulation: praise without integrity is poison.,gladiator,spiritual,image_vs_integrity,[act=initiation | stage=tests | spoke=6 | source=gladiator | workstream=spiritual | psych_axis=image_vs_integrity] :: I reject manipulation: praise without integrity is poison.
383,allies,6,initiation,A crew forms in captivity; brotherhood becomes the new home.,gladiator,story,ego_vs_service,[act=initiation | stage=allies | spoke=6 | source=gladiator | workstream=story | psych_axis=ego_vs_service] :: A crew forms in captivity; brotherhood becomes the new home.
384,allies,6,initiation,A mentor teaches the rule: win the crowd to buy time and leverage.,gladiator,career,chaos_vs_structure,[act=initiation | stage=allies | spoke=6 | source=gladiator | workstream=career | psych_axis=chaos_vs_structure] :: A mentor teaches the rule: win the crowd to buy time and leverage.
385,allies,6,initiation,A witness reminds me who I was before the world broke me.,gladiator,lmb,projection_vs_ownership,[act=initiation | stage=allies | spoke=6 | source=gladiator | workstream=lmb | psych_axis=projection_vs_ownership] :: A witness reminds me who I was before the world broke me.
386,approach,7,initiation,I build quiet influence inside the system that enslaves me.,gladiator,career,structure_vs_freedom,[act=initiation | stage=approach | spoke=7 | source=gladiator | workstream=career | psych_axis=structure_vs_freedom] :: I build quiet influence inside the system that enslaves me.
387,approach,7,initiation,I stop living for vengeance alone; I choose a cause bigger than my pain.,gladiator,spiritual,ego_vs_service,[act=initiation | stage=approach | spoke=7 | source=gladiator | workstream=spiritual | psych_axis=ego_vs_service] :: I stop living for vengeance alone; I choose a cause bigger than my pain.
388,approach,7,initiation,"I define Rome as a soul, not a spectacle; vision becomes resistance.",gladiator,story,image_vs_integrity,"[act=initiation | stage=approach | spoke=7 | source=gladiator | workstream=story | psych_axis=image_vs_integrity] :: I define Rome as a soul, not a spectacle; vision becomes resistance."
389,ordeal,8,initiation,I face the tyrant and proclaim my true name in public.,gladiator,story,image_vs_integrity,[act=initiation | stage=ordeal | spoke=8 | source=gladiator | workstream=story | psych_axis=image_vs_integrity] :: I face the tyrant and proclaim my true name in public.
390,ordeal,8,initiation,"I feel grief and rage, but I refuse to become the evil I fight.",gladiator,lmb,domination_vs_compassion,"[act=initiation | stage=ordeal | spoke=8 | source=gladiator | workstream=lmb | psych_axis=domination_vs_compassion] :: I feel grief and rage, but I refuse to become the evil I fight."
391,ordeal,8,initiation,The false brother offers a devil’s bargain; I refuse the shortcut.,gladiator,spiritual,ego_vs_discipline,[act=initiation | stage=ordeal | spoke=8 | source=gladiator | workstream=spiritual | psych_axis=ego_vs_discipline] :: The false brother offers a devil’s bargain; I refuse the shortcut.
392,reward,9,initiation,Identity returns: I remember my vows and my standard.,gladiator,lmb,image_vs_integrity,[act=initiation | stage=reward | spoke=9 | source=gladiator | workstream=lmb | psych_axis=image_vs_integrity] :: Identity returns: I remember my vows and my standard.
393,reward,9,initiation,I discover power that isn’t bought: dignity under pressure.,gladiator,spiritual,image_vs_integrity,[act=initiation | stage=reward | spoke=9 | source=gladiator | workstream=spiritual | psych_axis=image_vs_integrity] :: I discover power that isn’t bought: dignity under pressure.
394,reward,9,initiation,My presence rallies others; virtue spreads like contagion.,gladiator,story,ego_vs_service,[act=initiation | stage=reward | spoke=9 | source=gladiator | workstream=story | psych_axis=ego_vs_service] :: My presence rallies others; virtue spreads like contagion.
395,return,10,return,I use my final leverage to free others and restore a better order.,gladiator,spiritual,ego_vs_service,[act=return | stage=return | spoke=10 | source=gladiator | workstream=spiritual | psych_axis=ego_vs_service] :: I use my final leverage to free others and restore a better order.
396,return,10,return,"I pass the mission forward: honor is practiced, not claimed.",gladiator,lmb,practice_vs_fantasy,"[act=return | stage=return | spoke=10 | source=gladiator | workstream=lmb | psych_axis=practice_vs_fantasy] :: I pass the mission forward: honor is practiced, not claimed."
397,integration,11,return,I hold mortality and meaning together; I act as if deeds echo beyond me.,gladiator,spiritual,certainty_vs_trust,[act=return | stage=integration | spoke=11 | source=gladiator | workstream=spiritual | psych_axis=certainty_vs_trust] :: I hold mortality and meaning together; I act as if deeds echo beyond me.
398,integration,11,return,"I keep my hands in the dirt—grounded, simple, uncorrupted by applause.",gladiator,lmb,image_vs_integrity,"[act=return | stage=integration | spoke=11 | source=gladiator | workstream=lmb | psych_axis=image_vs_integrity] :: I keep my hands in the dirt—grounded, simple, uncorrupted by applause."
399,elixir,12,return,I leave an ethic: strength and honor are real when they cost you something.,gladiator,spiritual,ego_vs_discipline,[act=return | stage=elixir | spoke=12 | source=gladiator | workstream=spiritual | psych_axis=ego_vs_discipline] :: I leave an ethic: strength and honor are real when they cost you something.
400,elixir,12,return,"I bring back a model of manhood: calm leadership, disciplined courage, humble love.",gladiator,lmb,ego_vs_discipline,"[act=return | stage=elixir | spoke=12 | source=gladiator | workstream=lmb | psych_axis=ego_vs_discipline] :: I bring back a model of manhood: calm leadership, disciplined courage, humble love."
401,refusal,3,departure,"I obey the script—grades, manners, achievement—while my inner life goes quiet.",dead_poets,story,image_vs_integrity,"[act=departure | stage=refusal | spoke=3 | source=dead_poets | workstream=story | psych_axis=image_vs_integrity] :: I obey the script—grades, manners, achievement—while my inner life goes quiet."
402,refusal,3,departure,I trade curiosity for approval and call it ‘being responsible.’,dead_poets,lmb,image_vs_integrity,[act=departure | stage=refusal | spoke=3 | source=dead_poets | workstream=lmb | psych_axis=image_vs_integrity] :: I trade curiosity for approval and call it ‘being responsible.’
403,refusal,3,departure,I feel the ache of meaninglessness but keep performing so no one worries.,dead_poets,spiritual,numbness_vs_presence,[act=departure | stage=refusal | spoke=3 | source=dead_poets | workstream=spiritual | psych_axis=numbness_vs_presence] :: I feel the ache of meaninglessness but keep performing so no one worries.
404,call,2,departure,A teacher arrives who treats life as art: ‘What will your verse be?’,dead_poets,story,practice_vs_fantasy,[act=departure | stage=call | spoke=2 | source=dead_poets | workstream=story | psych_axis=practice_vs_fantasy] :: A teacher arrives who treats life as art: ‘What will your verse be?’
405,call,2,departure,I hear ‘carpe diem’ and realize my passivity has a cost.,dead_poets,lmb,fear_vs_action,[act=departure | stage=call | spoke=2 | source=dead_poets | workstream=lmb | psych_axis=fear_vs_action] :: I hear ‘carpe diem’ and realize my passivity has a cost.
406,call,2,departure,I see that the goal isn’t success—it’s aliveness.,dead_poets,spiritual,comfort_vs_truth,[act=departure | stage=call | spoke=2 | source=dead_poets | workstream=spiritual | psych_axis=comfort_vs_truth] :: I see that the goal isn’t success—it’s aliveness.
407,threshold,5,departure,I step out of the row and risk looking strange to feel the truth.,dead_poets,story,comfort_vs_truth,[act=departure | stage=threshold | spoke=5 | source=dead_poets | workstream=story | psych_axis=comfort_vs_truth] :: I step out of the row and risk looking strange to feel the truth.
408,threshold,5,departure,I speak one honest line aloud; the voice that was trapped gets air.,dead_poets,lmb,fear_vs_action,[act=departure | stage=threshold | spoke=5 | source=dead_poets | workstream=lmb | psych_axis=fear_vs_action] :: I speak one honest line aloud; the voice that was trapped gets air.
409,threshold,5,departure,"I choose experience over reputation, even if it disrupts the plan.",dead_poets,spiritual,image_vs_integrity,"[act=departure | stage=threshold | spoke=5 | source=dead_poets | workstream=spiritual | psych_axis=image_vs_integrity] :: I choose experience over reputation, even if it disrupts the plan."
410,allies,6,initiation,A circle forms: brotherhood gives courage when the institution demands silence.,dead_poets,story,ego_vs_service,[act=initiation | stage=allies | spoke=6 | source=dead_poets | workstream=story | psych_axis=ego_vs_service] :: A circle forms: brotherhood gives courage when the institution demands silence.
411,allies,6,initiation,A mentor models embodied conviction—he lives what he teaches.,dead_poets,spiritual,practice_vs_fantasy,[act=initiation | stage=allies | spoke=6 | source=dead_poets | workstream=spiritual | psych_axis=practice_vs_fantasy] :: A mentor models embodied conviction—he lives what he teaches.
412,allies,6,initiation,Friends mirror the dormant spark in me; desire becomes permission.,dead_poets,lmb,numbness_vs_presence,[act=initiation | stage=allies | spoke=6 | source=dead_poets | workstream=lmb | psych_axis=numbness_vs_presence] :: Friends mirror the dormant spark in me; desire becomes permission.
413,tests,6,initiation,I test the boundary: how much of myself can I reveal before I’m punished?,dead_poets,lmb,image_vs_integrity,[act=initiation | stage=tests | spoke=6 | source=dead_poets | workstream=lmb | psych_axis=image_vs_integrity] :: I test the boundary: how much of myself can I reveal before I’m punished?
414,tests,6,initiation,"I notice the fawn reflex—please the father, please the school, disappear the self.",dead_poets,lmb,mentorship_vs_dependence,"[act=initiation | stage=tests | spoke=6 | source=dead_poets | workstream=lmb | psych_axis=mentorship_vs_dependence] :: I notice the fawn reflex—please the father, please the school, disappear the self."
415,tests,6,initiation,I practice courage as repetition: small acts of defiance build identity.,dead_poets,spiritual,practice_vs_fantasy,[act=initiation | stage=tests | spoke=6 | source=dead_poets | workstream=spiritual | psych_axis=practice_vs_fantasy] :: I practice courage as repetition: small acts of defiance build identity.
416,approach,7,initiation,I stop asking for a perfect path and choose the next true action.,dead_poets,lmb,fear_vs_action,[act=initiation | stage=approach | spoke=7 | source=dead_poets | workstream=lmb | psych_axis=fear_vs_action] :: I stop asking for a perfect path and choose the next true action.
417,approach,7,initiation,"I prepare to face authority without collapsing: clarity, calm, and evidence.",dead_poets,career,ego_vs_discipline,"[act=initiation | stage=approach | spoke=7 | source=dead_poets | workstream=career | psych_axis=ego_vs_discipline] :: I prepare to face authority without collapsing: clarity, calm, and evidence."
418,approach,7,initiation,"I define ‘extraordinary’ as lived honesty, not dramatic gestures.",dead_poets,spiritual,image_vs_integrity,"[act=initiation | stage=approach | spoke=7 | source=dead_poets | workstream=spiritual | psych_axis=image_vs_integrity] :: I define ‘extraordinary’ as lived honesty, not dramatic gestures."
419,ordeal,8,initiation,"I meet the double bind: obey the role and die inside, or speak up and risk exile.",dead_poets,story,comfort_vs_truth,"[act=initiation | stage=ordeal | spoke=8 | source=dead_poets | workstream=story | psych_axis=comfort_vs_truth] :: I meet the double bind: obey the role and die inside, or speak up and risk exile."
420,ordeal,8,initiation,A father’s will becomes a cage; I feel what it costs to have no voice.,dead_poets,lmb,control_vs_autonomy,[act=initiation | stage=ordeal | spoke=8 | source=dead_poets | workstream=lmb | psych_axis=control_vs_autonomy] :: A father’s will becomes a cage; I feel what it costs to have no voice.
421,ordeal,8,initiation,I witness how repression can turn lethal; the soul can die before the body does.,dead_poets,spiritual,numbness_vs_presence,[act=initiation | stage=ordeal | spoke=8 | source=dead_poets | workstream=spiritual | psych_axis=numbness_vs_presence] :: I witness how repression can turn lethal; the soul can die before the body does.
422,reward,9,initiation,"I feel the first clean pride: I acted from the self, not the audience.",dead_poets,lmb,image_vs_integrity,"[act=initiation | stage=reward | spoke=9 | source=dead_poets | workstream=lmb | psych_axis=image_vs_integrity] :: I feel the first clean pride: I acted from the self, not the audience."
423,reward,9,initiation,I learn that passion isn’t childish—it’s the engine of meaning.,dead_poets,spiritual,comfort_vs_truth,[act=initiation | stage=reward | spoke=9 | source=dead_poets | workstream=spiritual | psych_axis=comfort_vs_truth] :: I learn that passion isn’t childish—it’s the engine of meaning.
424,reward,9,initiation,I see how one brave act spreads: courage becomes contagious in a room.,dead_poets,story,ego_vs_service,[act=initiation | stage=reward | spoke=9 | source=dead_poets | workstream=story | psych_axis=ego_vs_service] :: I see how one brave act spreads: courage becomes contagious in a room.
425,return,10,return,"I bring the lesson into the ordinary: speak the truth early, not at the breaking point.",dead_poets,lmb,comfort_vs_truth,"[act=return | stage=return | spoke=10 | source=dead_poets | workstream=lmb | psych_axis=comfort_vs_truth] :: I bring the lesson into the ordinary: speak the truth early, not at the breaking point."
426,return,10,return,I stop outsourcing my life plan; I own the trade-offs and make the choice.,dead_poets,career,control_vs_autonomy,[act=return | stage=return | spoke=10 | source=dead_poets | workstream=career | psych_axis=control_vs_autonomy] :: I stop outsourcing my life plan; I own the trade-offs and make the choice.
427,return,10,return,"I keep the art alive under routine: reading, training, writing—small daily seizing.",dead_poets,fitness,practice_vs_fantasy,"[act=return | stage=return | spoke=10 | source=dead_poets | workstream=fitness | psych_axis=practice_vs_fantasy] :: I keep the art alive under routine: reading, training, writing—small daily seizing."
428,integration,11,return,I can feel the urge to conform and still choose my verse.,dead_poets,lmb,comfort_vs_truth,[act=return | stage=integration | spoke=11 | source=dead_poets | workstream=lmb | psych_axis=comfort_vs_truth] :: I can feel the urge to conform and still choose my verse.
429,integration,11,return,I hold grief without turning it into cynicism; meaning survives tragedy.,dead_poets,spiritual,certainty_vs_trust,[act=return | stage=integration | spoke=11 | source=dead_poets | workstream=spiritual | psych_axis=certainty_vs_trust] :: I hold grief without turning it into cynicism; meaning survives tragedy.
430,elixir,12,return,I leave a standard: don’t live as a proxy for others—build a life you can stand behind.,dead_poets,spiritual,image_vs_integrity,[act=return | stage=elixir | spoke=12 | source=dead_poets | workstream=spiritual | psych_axis=image_vs_integrity] :: I leave a standard: don’t live as a proxy for others—build a life you can stand behind.
431,elixir,12,return,"I pass on a protocol: find the mentor, find the circle, take the small brave step today.",dead_poets,lmb,fear_vs_action,"[act=return | stage=elixir | spoke=12 | source=dead_poets | workstream=lmb | psych_axis=fear_vs_action] :: I pass on a protocol: find the mentor, find the circle, take the small brave step today."
432,refusal,3,departure,I’m ‘Strider’ because accepting the crown feels like accepting the burden of my bloodline.,aragorn,story,control_vs_autonomy,[act=departure | stage=refusal | spoke=3 | source=aragorn | workstream=story | psych_axis=control_vs_autonomy] :: I’m ‘Strider’ because accepting the crown feels like accepting the burden of my bloodline.
433,refusal,3,departure,I downplay my gifts so I don’t have to risk leadership.,aragorn,lmb,fear_vs_action,[act=departure | stage=refusal | spoke=3 | source=aragorn | workstream=lmb | psych_axis=fear_vs_action] :: I downplay my gifts so I don’t have to risk leadership.
434,refusal,3,departure,I confuse humility with hiding; I call it virtue but it’s fear of responsibility.,aragorn,spiritual,image_vs_integrity,[act=departure | stage=refusal | spoke=3 | source=aragorn | workstream=spiritual | psych_axis=image_vs_integrity] :: I confuse humility with hiding; I call it virtue but it’s fear of responsibility.
435,call,2,departure,"A higher calling appears: lead not for power, but for service.",aragorn,spiritual,ego_vs_service,"[act=departure | stage=call | spoke=2 | source=aragorn | workstream=spiritual | psych_axis=ego_vs_service] :: A higher calling appears: lead not for power, but for service."
436,call,2,departure,I’m reminded: the heir is not the same as the failure who came before.,aragorn,story,projection_vs_ownership,[act=departure | stage=call | spoke=2 | source=aragorn | workstream=story | psych_axis=projection_vs_ownership] :: I’m reminded: the heir is not the same as the failure who came before.
437,call,2,departure,The world needs a king; I feel the pull toward disciplined authority.,aragorn,lmb,ego_vs_discipline,[act=departure | stage=call | spoke=2 | source=aragorn | workstream=lmb | psych_axis=ego_vs_discipline] :: The world needs a king; I feel the pull toward disciplined authority.
438,threshold,5,departure,I step forward in danger and become a signal of safety for those behind me.,aragorn,story,fear_vs_action,[act=departure | stage=threshold | spoke=5 | source=aragorn | workstream=story | psych_axis=fear_vs_action] :: I step forward in danger and become a signal of safety for those behind me.
439,threshold,5,departure,"I choose action without ego—move first, explain later.",aragorn,lmb,ego_vs_discipline,"[act=departure | stage=threshold | spoke=5 | source=aragorn | workstream=lmb | psych_axis=ego_vs_discipline] :: I choose action without ego—move first, explain later."
440,threshold,5,departure,I accept solitude as training rather than exile.,aragorn,spiritual,certainty_vs_trust,[act=departure | stage=threshold | spoke=5 | source=aragorn | workstream=spiritual | psych_axis=certainty_vs_trust] :: I accept solitude as training rather than exile.
441,tests,6,initiation,I stay calm when others panic; composure becomes a form of leadership.,aragorn,lmb,numbness_vs_presence,[act=initiation | stage=tests | spoke=6 | source=aragorn | workstream=lmb | psych_axis=numbness_vs_presence] :: I stay calm when others panic; composure becomes a form of leadership.
442,tests,6,initiation,I take the hard road without dramatizing it; duty is quiet.,aragorn,spiritual,ego_vs_discipline,[act=initiation | stage=tests | spoke=6 | source=aragorn | workstream=spiritual | psych_axis=ego_vs_discipline] :: I take the hard road without dramatizing it; duty is quiet.
443,tests,6,initiation,"I refuse shortcuts that would corrupt the mission, even if they flatter my pride.",aragorn,spiritual,ego_vs_discipline,"[act=initiation | stage=tests | spoke=6 | source=aragorn | workstream=spiritual | psych_axis=ego_vs_discipline] :: I refuse shortcuts that would corrupt the mission, even if they flatter my pride."
